cell,instrument,tenor_family,auction_date,cusip,security_term,original_security_term,remaining_term_days,reopening,announcemt_date,issue_date,offering_amt,t0_is_trading_day,valid_window,exclusion_reason,pre_open,pre_close,post_open,post_close,t0_index,iso_year,iso_week,calendar_month,qra_in_window,qra_signed,ann_in_window,ann_signed,ovl_2Year,ovl_3Year,ovl_5Year,ovl_7Year,ovl_10Year,ovl_20Year,ovl_30Year,ovl_TIPS,ovl_FRN
PRIMARY,TLT,30-Year,2014-08-14,912810RH3,30-Year,30-Year,10959,No,2014-08-06,2014-08-15,16000000000,YES,YES,,2014-08-06,2014-08-13,2014-08-14,2014-08-21,3032,2014,33,2014-08,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2014-09-11,912810RH3,29-Year 11-Month,30-Year,10931,Yes,2014-09-04,2014-09-15,13000000000,YES,YES,,2014-09-03,2014-09-10,2014-09-11,2014-09-18,3051,2014,37,2014-09,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2014-10-09,912810RH3,29-Year 10-Month,30-Year,10903,Yes,2014-10-02,2014-10-15,13000000000,YES,YES,,2014-10-01,2014-10-08,2014-10-09,2014-10-16,3071,2014,41,2014-10,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2014-11-13,912810RJ9,30-Year,30-Year,10960,No,2014-11-05,2014-11-17,16000000000,YES,YES,,2014-11-05,2014-11-12,2014-11-13,2014-11-20,3096,2014,46,2014-11,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2014-12-11,912810RJ9,29-Year 11-Month,30-Year,10932,Yes,2014-12-04,2014-12-15,13000000000,YES,YES,,2014-12-03,2014-12-10,2014-12-11,2014-12-18,3115,2014,50,2014-12,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2015-01-14,912810RJ9,29-Year 10-Month,30-Year,10898,Yes,2015-01-08,2015-01-15,13000000000,YES,YES,,2015-01-06,2015-01-13,2015-01-14,2015-01-22,3137,2015,3,2015-01,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2015-02-12,912810RK6,30-Year,30-Year,10961,No,2015-02-04,2015-02-17,16000000000,YES,YES,,2015-02-04,2015-02-11,2015-02-12,2015-02-20,3157,2015,7,2015-02,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2015-03-12,912810RK6,29-Year 11-Month,30-Year,10933,Yes,2015-03-05,2015-03-16,13000000000,YES,YES,,2015-03-04,2015-03-11,2015-03-12,2015-03-19,3176,2015,11,2015-03,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2015-04-09,912810RK6,29-Year 10-Month,30-Year,10905,Yes,2015-04-02,2015-04-15,13000000000,YES,YES,,2015-03-31,2015-04-08,2015-04-09,2015-04-16,3195,2015,15,2015-04,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2015-05-14,912810RM2,30-Year,30-Year,10959,No,2015-05-06,2015-05-15,16000000000,YES,YES,,2015-05-06,2015-05-13,2015-05-14,2015-05-21,3220,2015,20,2015-05,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2015-06-11,912810RM2,29-Year 11-Month,30-Year,10931,Yes,2015-06-04,2015-06-15,13000000000,YES,YES,,2015-06-03,2015-06-10,2015-06-11,2015-06-18,3239,2015,24,2015-06,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2015-07-09,912810RM2,29-Year 10-Month,30-Year,10903,Yes,2015-07-02,2015-07-15,13000000000,YES,YES,,2015-06-30,2015-07-08,2015-07-09,2015-07-16,3258,2015,28,2015-07,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2015-08-13,912810RN0,30-Year,30-Year,10960,No,2015-08-05,2015-08-17,16000000000,YES,YES,,2015-08-05,2015-08-12,2015-08-13,2015-08-20,3283,2015,33,2015-08,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2015-09-10,912810RN0,29-Year 11-Month,30-Year,10932,Yes,2015-09-03,2015-09-15,13000000000,YES,YES,,2015-09-01,2015-09-09,2015-09-10,2015-09-17,3302,2015,37,2015-09,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2015-10-08,912810RN0,29-Year 10-Month,30-Year,10904,Yes,2015-10-01,2015-10-15,13000000000,YES,YES,,2015-09-30,2015-10-07,2015-10-08,2015-10-15,3322,2015,41,2015-10,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2015-11-12,912810RP5,30-Year,30-Year,10961,No,2015-11-04,2015-11-16,16000000000,YES,YES,,2015-11-04,2015-11-11,2015-11-12,2015-11-19,3347,2015,46,2015-11,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2015-12-10,912810RP5,29-Year 11-Month,30-Year,10933,Yes,2015-12-03,2015-12-15,13000000000,YES,YES,,2015-12-02,2015-12-09,2015-12-10,2015-12-17,3366,2015,50,2015-12,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2016-01-14,912810RP5,29-Year 10-Month,30-Year,10898,Yes,2016-01-07,2016-01-15,13000000000,YES,YES,,2016-01-06,2016-01-13,2016-01-14,2016-01-22,3389,2016,2,2016-01,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2016-02-11,912810RQ3,30-Year,30-Year,10962,No,2016-02-03,2016-02-16,15000000000,YES,YES,,2016-02-03,2016-02-10,2016-02-11,2016-02-19,3408,2016,6,2016-02,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2016-03-10,912810RQ3,29-Year 11-Month,30-Year,10934,Yes,2016-03-03,2016-03-15,12000000000,YES,YES,,2016-03-02,2016-03-09,2016-03-10,2016-03-17,3427,2016,10,2016-03,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2016-04-14,912810RQ3,29-Year 10-Month,30-Year,10899,Yes,2016-04-07,2016-04-15,12000000000,YES,YES,,2016-04-06,2016-04-13,2016-04-14,2016-04-21,3451,2016,15,2016-04,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2016-05-12,912810RS9,30-Year,30-Year,10960,No,2016-05-04,2016-05-16,15000000000,YES,YES,,2016-05-04,2016-05-11,2016-05-12,2016-05-19,3471,2016,19,2016-05,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2016-06-09,912810RS9,29-Year 11-Month,30-Year,10932,Yes,2016-06-02,2016-06-15,12000000000,YES,YES,,2016-06-01,2016-06-08,2016-06-09,2016-06-16,3490,2016,23,2016-06,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2016-07-13,912810RS9,29-Year 10-Month,30-Year,10898,Yes,2016-07-07,2016-07-15,12000000000,YES,YES,,2016-07-05,2016-07-12,2016-07-13,2016-07-20,3513,2016,28,2016-07,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2016-08-11,912810RT7,30-Year,30-Year,10961,No,2016-08-03,2016-08-15,15000000000,YES,YES,,2016-08-03,2016-08-10,2016-08-11,2016-08-18,3534,2016,32,2016-08,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2016-09-13,912810RT7,29-Year 11-Month,30-Year,10928,Yes,2016-09-08,2016-09-15,12000000000,YES,YES,,2016-09-02,2016-09-12,2016-09-13,2016-09-20,3556,2016,37,2016-09,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2016-10-13,912810RT7,29-Year 10-Month,30-Year,10898,Yes,2016-10-06,2016-10-17,12000000000,YES,YES,,2016-10-05,2016-10-12,2016-10-13,2016-10-20,3578,2016,41,2016-10,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2016-11-10,912810RU4,30-Year,30-Year,10962,No,2016-11-02,2016-11-15,15000000000,YES,YES,,2016-11-02,2016-11-09,2016-11-10,2016-11-17,3598,2016,45,2016-11,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2016-12-13,912810RU4,29-Year 11-Month,30-Year,10929,Yes,2016-12-08,2016-12-15,12000000000,YES,YES,,2016-12-05,2016-12-12,2016-12-13,2016-12-20,3620,2016,50,2016-12,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2017-01-12,912810RU4,29-Year 10-Month,30-Year,10899,Yes,2017-01-05,2017-01-17,12000000000,YES,YES,,2017-01-04,2017-01-11,2017-01-12,2017-01-20,3640,2017,2,2017-01,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2017-02-09,912810RV2,30-Year,30-Year,10963,No,2017-02-01,2017-02-15,15000000000,YES,YES,,2017-02-01,2017-02-08,2017-02-09,2017-02-16,3659,2017,6,2017-02,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2017-03-09,912810RV2,29-Year 11-Month,30-Year,10935,Yes,2017-03-02,2017-03-15,12000000000,YES,YES,,2017-03-01,2017-03-08,2017-03-09,2017-03-16,3678,2017,10,2017-03,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2017-04-12,912810RV2,29-Year 10-Month,30-Year,10901,Yes,2017-04-06,2017-04-17,12000000000,YES,YES,,2017-04-04,2017-04-11,2017-04-12,2017-04-20,3702,2017,15,2017-04,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2017-05-11,912810RX8,30-Year,30-Year,10961,No,2017-05-03,2017-05-15,15000000000,YES,YES,,2017-05-03,2017-05-10,2017-05-11,2017-05-18,3722,2017,19,2017-05,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2017-06-13,912810RX8,29-Year 11-Month,30-Year,10928,Yes,2017-06-08,2017-06-15,12000000000,YES,YES,,2017-06-05,2017-06-12,2017-06-13,2017-06-20,3744,2017,24,2017-06,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2017-07-13,912810RX8,29-Year 10-Month,30-Year,10898,Yes,2017-07-06,2017-07-17,12000000000,YES,YES,,2017-07-05,2017-07-12,2017-07-13,2017-07-20,3765,2017,28,2017-07,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2017-08-10,912810RY6,30-Year,30-Year,10962,No,2017-08-02,2017-08-15,15000000000,YES,YES,,2017-08-02,2017-08-09,2017-08-10,2017-08-17,3785,2017,32,2017-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2017-09-13,912810RY6,29-Year 11-Month,30-Year,10928,Yes,2017-09-07,2017-09-15,12000000000,YES,YES,,2017-09-05,2017-09-12,2017-09-13,2017-09-20,3808,2017,37,2017-09,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2017-10-12,912810RY6,29-Year 10-Month,30-Year,10899,Yes,2017-10-05,2017-10-16,12000000000,YES,YES,,2017-10-04,2017-10-11,2017-10-12,2017-10-19,3829,2017,41,2017-10,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2017-11-09,912810RZ3,30-Year,30-Year,10963,No,2017-11-01,2017-11-15,15000000000,YES,YES,,2017-11-01,2017-11-08,2017-11-09,2017-11-16,3849,2017,45,2017-11,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2017-12-12,912810RZ3,29-Year 11-Month,30-Year,10930,Yes,2017-12-07,2017-12-15,12000000000,YES,YES,,2017-12-04,2017-12-11,2017-12-12,2017-12-19,3871,2017,50,2017-12,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2018-01-11,912810RZ3,29-Year 10-Month,30-Year,10900,Yes,2018-01-04,2018-01-16,12000000000,YES,YES,,2018-01-03,2018-01-10,2018-01-11,2018-01-19,3891,2018,2,2018-01,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2018-02-08,912810SA7,30-Year,30-Year,10964,No,2018-01-31,2018-02-15,16000000000,YES,YES,,2018-01-31,2018-02-07,2018-02-08,2018-02-15,3910,2018,6,2018-02,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2018-03-13,912810SA7,29-Year 11-Month,30-Year,10931,Yes,2018-03-08,2018-03-15,13000000000,YES,YES,,2018-03-05,2018-03-12,2018-03-13,2018-03-20,3932,2018,11,2018-03,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2018-04-12,912810SA7,29-Year 10-Month,30-Year,10901,Yes,2018-04-05,2018-04-16,13000000000,YES,YES,,2018-04-04,2018-04-11,2018-04-12,2018-04-19,3953,2018,15,2018-04,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2018-05-10,912810SC3,30-Year,30-Year,10963,No,2018-05-02,2018-05-15,17000000000,YES,YES,,2018-05-02,2018-05-09,2018-05-10,2018-05-17,3973,2018,19,2018-05,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2018-06-12,912810SC3,29-Year 11-Month,30-Year,10930,Yes,2018-06-07,2018-06-15,14000000000,YES,YES,,2018-06-04,2018-06-11,2018-06-12,2018-06-19,3995,2018,24,2018-06,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2018-07-12,912810SC3,29-Year 10-Month,30-Year,10900,Yes,2018-07-05,2018-07-16,14000000000,YES,YES,,2018-07-03,2018-07-11,2018-07-12,2018-07-19,4016,2018,28,2018-07,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2018-08-09,912810SD1,30-Year,30-Year,10964,No,2018-08-01,2018-08-15,18000000000,YES,YES,,2018-08-01,2018-08-08,2018-08-09,2018-08-16,4036,2018,32,2018-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2018-09-13,912810SD1,29-Year 11-Month,30-Year,10929,Yes,2018-09-06,2018-09-17,15000000000,YES,YES,,2018-09-05,2018-09-12,2018-09-13,2018-09-20,4060,2018,37,2018-09,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2018-10-11,912810SD1,29-Year 10-Month,30-Year,10901,Yes,2018-10-04,2018-10-15,15000000000,YES,YES,,2018-10-03,2018-10-10,2018-10-11,2018-10-18,4080,2018,41,2018-10,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2018-11-07,912810SE9,30-Year,30-Year,10966,No,2018-10-31,2018-11-15,19000000000,YES,YES,,2018-10-30,2018-11-06,2018-11-07,2018-11-14,4099,2018,45,2018-11,YES,-1,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2018-12-13,912810SE9,29-Year 11-Month,30-Year,10930,Yes,2018-12-06,2018-12-17,16000000000,YES,YES,,2018-12-04,2018-12-12,2018-12-13,2018-12-20,4123,2018,50,2018-12,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2019-01-10,912810SE9,29-Year 10-Month,30-Year,10902,Yes,2019-01-03,2019-01-15,16000000000,YES,YES,,2019-01-02,2019-01-09,2019-01-10,2019-01-17,4141,2019,2,2019-01,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2019-02-07,912810SF6,30-Year,30-Year,10966,No,2019-01-30,2019-02-15,19000000000,YES,YES,,2019-01-30,2019-02-06,2019-02-07,2019-02-14,4160,2019,6,2019-02,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2019-03-13,912810SF6,29-Year 11-Month,30-Year,10932,Yes,2019-03-07,2019-03-15,16000000000,YES,YES,,2019-03-05,2019-03-12,2019-03-13,2019-03-20,4183,2019,11,2019-03,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2019-04-11,912810SF6,29-Year 10-Month,30-Year,10903,Yes,2019-04-04,2019-04-15,16000000000,YES,YES,,2019-04-03,2019-04-10,2019-04-11,2019-04-18,4204,2019,15,2019-04,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2019-05-09,912810SH2,30-Year,30-Year,10964,No,2019-05-01,2019-05-15,19000000000,YES,YES,,2019-05-01,2019-05-08,2019-05-09,2019-05-16,4223,2019,19,2019-05,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2019-06-13,912810SH2,29-Year 11-Month,30-Year,10929,Yes,2019-06-06,2019-06-17,16000000000,YES,YES,,2019-06-05,2019-06-12,2019-06-13,2019-06-20,4247,2019,24,2019-06,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2019-07-11,912810SH2,29-Year 10-Month,30-Year,10901,Yes,2019-07-03,2019-07-15,16000000000,YES,YES,,2019-07-02,2019-07-10,2019-07-11,2019-07-18,4266,2019,28,2019-07,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2019-08-08,912810SJ8,30-Year,30-Year,10965,No,2019-07-31,2019-08-15,19000000000,YES,YES,,2019-07-31,2019-08-07,2019-08-08,2019-08-15,4286,2019,32,2019-08,NO,0,NO,0,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2019-09-12,912810SJ8,29-Year 11-Month,30-Year,10930,Yes,2019-09-05,2019-09-16,16000000000,YES,YES,,2019-09-04,2019-09-11,2019-09-12,2019-09-19,4310,2019,37,2019-09,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2019-10-10,912810SJ8,29-Year 10-Month,30-Year,10902,Yes,2019-10-03,2019-10-15,16000000000,YES,YES,,2019-10-02,2019-10-09,2019-10-10,2019-10-17,4330,2019,41,2019-10,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2019-11-07,912810SK5,30-Year,30-Year,10966,No,2019-10-30,2019-11-15,19000000000,YES,YES,,2019-10-30,2019-11-06,2019-11-07,2019-11-14,4350,2019,45,2019-11,NO,0,NO,0,0,0,0,0,2,0,0,0,0
PRIMARY,TLT,30-Year,2019-12-12,912810SK5,29-Year 11-Month,30-Year,10931,Yes,2019-12-05,2019-12-16,16000000000,YES,YES,,2019-12-04,2019-12-11,2019-12-12,2019-12-19,4374,2019,50,2019-12,NO,0,YES,-1,0,1,0,0,1,0,0,1,2
PRIMARY,TLT,30-Year,2020-01-09,912810SK5,29-Year 10-Month,30-Year,10903,Yes,2020-01-02,2020-01-15,16000000000,YES,YES,,2019-12-31,2020-01-08,2020-01-09,2020-01-16,4392,2020,2,2020-01,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2020-02-13,912810SL3,30-Year,30-Year,10960,No,2020-02-05,2020-02-18,19000000000,YES,YES,,2020-02-05,2020-02-12,2020-02-13,2020-02-21,4416,2020,7,2020-02,NO,0,NO,0,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2020-03-12,912810SL3,29-Year 11-Month,30-Year,10932,Yes,2020-03-05,2020-03-16,16000000000,YES,YES,,2020-03-04,2020-03-11,2020-03-12,2020-03-19,4435,2020,11,2020-03,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2020-04-08,912810SL3,29-Year 10-Month,30-Year,10905,Yes,2020-04-02,2020-04-15,17000000000,YES,YES,,2020-03-31,2020-04-07,2020-04-08,2020-04-16,4454,2020,15,2020-04,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2020-05-13,912810SN9,30-Year,30-Year,10959,No,2020-05-06,2020-05-15,22000000000,YES,YES,,2020-05-05,2020-05-12,2020-05-13,2020-05-20,4478,2020,20,2020-05,YES,-1,YES,-1,0,1,0,0,1,1,0,0,0
PRIMARY,TLT,30-Year,2020-06-11,912810SN9,29-Year 11-Month,30-Year,10930,Yes,2020-06-04,2020-06-15,19000000000,YES,YES,,2020-06-03,2020-06-10,2020-06-11,2020-06-18,4498,2020,24,2020-06,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2020-07-09,912810SN9,29-Year 10-Month,30-Year,10902,Yes,2020-07-02,2020-07-15,19000000000,YES,YES,,2020-06-30,2020-07-08,2020-07-09,2020-07-16,4517,2020,28,2020-07,NO,0,YES,-1,0,1,0,0,1,0,0,1,0
PRIMARY,TLT,30-Year,2020-08-13,912810SP4,30-Year,30-Year,10959,No,2020-08-05,2020-08-17,26000000000,YES,YES,,2020-08-05,2020-08-12,2020-08-13,2020-08-20,4542,2020,33,2020-08,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2020-09-10,912810SP4,29-Year 11-Month,30-Year,10931,Yes,2020-09-03,2020-09-15,23000000000,YES,YES,,2020-09-01,2020-09-09,2020-09-10,2020-09-17,4561,2020,37,2020-09,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2020-10-08,912810SP4,29-Year 10-Month,30-Year,10903,Yes,2020-10-01,2020-10-15,23000000000,YES,YES,,2020-09-30,2020-10-07,2020-10-08,2020-10-15,4581,2020,41,2020-10,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2020-11-12,912810SS8,30-Year,30-Year,10960,No,2020-11-04,2020-11-16,27000000000,YES,YES,,2020-11-04,2020-11-11,2020-11-12,2020-11-19,4606,2020,46,2020-11,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2020-12-10,912810SS8,29-Year 11-Month,30-Year,10932,Yes,2020-12-03,2020-12-15,24000000000,YES,YES,,2020-12-02,2020-12-09,2020-12-10,2020-12-17,4625,2020,50,2020-12,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2021-01-13,912810SS8,29-Year 10-Month,30-Year,10898,Yes,2021-01-07,2021-01-15,24000000000,YES,YES,,2021-01-05,2021-01-12,2021-01-13,2021-01-21,4647,2021,2,2021-01,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2021-02-11,912810SU3,30-Year,30-Year,10961,No,2021-02-03,2021-02-16,27000000000,YES,YES,,2021-02-03,2021-02-10,2021-02-11,2021-02-19,4667,2021,6,2021-02,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2021-03-11,912810SU3,29-Year 11-Month,30-Year,10933,Yes,2021-03-04,2021-03-15,24000000000,YES,YES,,2021-03-03,2021-03-10,2021-03-11,2021-03-18,4686,2021,10,2021-03,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2021-04-13,912810SU3,29-Year 10-Month,30-Year,10900,Yes,2021-04-08,2021-04-15,24000000000,YES,YES,,2021-04-05,2021-04-12,2021-04-13,2021-04-20,4708,2021,15,2021-04,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2021-05-13,912810SX7,30-Year,30-Year,10959,No,2021-05-05,2021-05-17,27000000000,YES,YES,,2021-05-05,2021-05-12,2021-05-13,2021-05-20,4730,2021,19,2021-05,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2021-06-10,912810SX7,29-Year 11-Month,30-Year,10931,Yes,2021-06-03,2021-06-15,24000000000,YES,YES,,2021-06-02,2021-06-09,2021-06-10,2021-06-17,4749,2021,23,2021-06,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2021-07-13,912810SX7,29-Year 10-Month,30-Year,10898,Yes,2021-07-08,2021-07-15,24000000000,YES,YES,,2021-07-02,2021-07-12,2021-07-13,2021-07-20,4771,2021,28,2021-07,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2021-08-12,912810SZ2,30-Year,30-Year,10960,No,2021-08-04,2021-08-16,27000000000,YES,YES,,2021-08-04,2021-08-11,2021-08-12,2021-08-19,4793,2021,32,2021-08,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2021-09-09,912810SZ2,29-Year 11-Month,30-Year,10932,Yes,2021-09-02,2021-09-15,24000000000,YES,YES,,2021-08-31,2021-09-08,2021-09-09,2021-09-16,4812,2021,36,2021-09,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2021-10-13,912810SZ2,29-Year 10-Month,30-Year,10898,Yes,2021-10-07,2021-10-15,24000000000,YES,YES,,2021-10-05,2021-10-12,2021-10-13,2021-10-20,4836,2021,41,2021-10,NO,0,YES,-1,0,1,0,0,1,1,0,0,0
PRIMARY,TLT,30-Year,2021-11-10,912810TB4,30-Year,30-Year,10962,No,2021-11-03,2021-11-15,25000000000,YES,YES,,2021-11-02,2021-11-09,2021-11-10,2021-11-17,4856,2021,45,2021-11,YES,-1,YES,-1,0,1,0,0,1,1,0,0,0
PRIMARY,TLT,30-Year,2021-12-09,912810TB4,29-Year 11-Month,30-Year,10933,Yes,2021-12-02,2021-12-15,22000000000,YES,YES,,2021-12-01,2021-12-08,2021-12-09,2021-12-16,4876,2021,49,2021-12,NO,0,YES,-1,0,1,0,0,1,1,0,0,0
PRIMARY,TLT,30-Year,2022-01-13,912810TB4,29-Year 10-Month,30-Year,10898,Yes,2022-01-06,2022-01-18,22000000000,YES,YES,,2022-01-05,2022-01-12,2022-01-13,2022-01-21,4900,2022,2,2022-01,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2022-02-10,912810TD0,30-Year,30-Year,10962,No,2022-02-02,2022-02-15,23000000000,YES,YES,,2022-02-02,2022-02-09,2022-02-10,2022-02-17,4919,2022,6,2022-02,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2022-03-10,912810TD0,29-Year 11-Month,30-Year,10934,Yes,2022-03-03,2022-03-15,20000000000,YES,YES,,2022-03-02,2022-03-09,2022-03-10,2022-03-17,4938,2022,10,2022-03,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
PRIMARY,TLT,30-Year,2022-04-13,912810TD0,29-Year 10-Month,30-Year,10900,Yes,2022-04-07,2022-04-18,20000000000,YES,YES,,2022-04-05,2022-04-12,2022-04-13,2022-04-21,4962,2022,15,2022-04,NO,0,YES,-1,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2022-05-12,912810TG3,30-Year,30-Year,10961,No,2022-05-04,2022-05-16,22000000000,YES,YES,,2022-05-04,2022-05-11,2022-05-12,2022-05-19,4982,2022,19,2022-05,NO,0,NO,0,0,1,0,0,1,1,0,1,0
PRIMARY,TLT,30-Year,2022-06-09,912810TG3,29-Year 11-Month,30-Year,10933,Yes,2022-06-02,2022-06-15,19000000000,YES,YES,,2022-06-01,2022-06-08,2022-06-09,2022-06-16,5001,2022,23,2022-06,NO,0,YES,-1,0,1,0,0,1,0,0,0,0
